Video title,Comment,Processed_Comment,English_Translation,Tokenized_POS
शरमन जोशी और साहिल खान की जबरदस्त सुपरहिट मूवी - Bollywood Popular Movie - Hindi Movie Xcuse Me,Old is surely solid GOLD. Nothing can replace the 90&#39;s comedy. Super fun and a great movie 🍿❤️🔥🤩🤩🤩🤩,old surely solid gold nothing replace comedy super fun great movie,Old Surely Solid Gold Nothing Replace Comedy Super Fun Great Movie,"[('Old', 'PROPN'), ('Surely', 'PROPN'), ('Solid', 'PROPN'), ('Gold', 'PROPN'), ('Nothing', 'PRON'), ('Replace', 'PROPN'), ('Comedy', 'PROPN'), ('Super', 'PROPN'), ('Fun', 'PROPN'), ('Great', 'PROPN'), ('Movie', 'PROPN')]"
शरमन जोशी और साहिल खान की जबरदस्त सुपरहिट मूवी - Bollywood Popular Movie - Hindi Movie Xcuse Me,Sahil kh. Kowjss,sahil kh kowjss,Sahil Kh Kowjss,"[('Sahil', 'PROPN'), ('Kh', 'PROPN'), ('Kowjss', 'PROPN')]"
शरमन जोशी और साहिल खान की जबरदस्त सुपरहिट मूवी - Bollywood Popular Movie - Hindi Movie Xcuse Me,VM nm,vm nm,vm nm,"[('vm', 'PROPN'), ('nm', 'PROPN')]"
शरमन जोशी और साहिल खान की जबरदस्त सुपरहिट मूवी - Bollywood Popular Movie - Hindi Movie Xcuse Me,Aaj kal sahil beach mai ladkiyon ke sath yott pe rehta hai...same attitude hai,aaj kal sahil beach mai ladkiyon ke sath yott pe rehta haisame attitude hai,"Nowadays, Sahil Beach May lives with girls on yote.","[('Nowadays', 'ADV'), (',', 'PUNCT'), ('Sahil', 'PROPN'), ('Beach', 'PROPN'), ('May', 'PROPN'), ('lives', 'VERB'), ('with', 'ADP'), ('girls', 'NOUN'), ('on', 'ADP'), ('yote', 'NOUN'), ('.', 'PUNCT')]"
शरमन जोशी और साहिल खान की जबरदस्त सुपरहिट मूवी - Bollywood Popular Movie - Hindi Movie Xcuse Me,School time&#39;,school time,school time,"[('school', 'NOUN'), ('time', 'NOUN')]"
शरमन जोशी और साहिल खान की जबरदस्त सुपरहिट मूवी - Bollywood Popular Movie - Hindi Movie Xcuse Me,What a comedy movie..this jodi is hit,comedy moviethis jodi hit,Comedy Moviethis Jodi Hit,"[('Comedy', 'PROPN'), ('Moviethis', 'PROPN'), ('Jodi', 'PROPN'), ('Hit', 'VERB')]"
शरमन जोशी और साहिल खान की जबरदस्त सुपरहिट मूवी - Bollywood Popular Movie - Hindi Movie Xcuse Me,Chantu bantu is emotion ❤,chantu bantu emotion,chantu bantu emotion,"[('chantu', 'PROPN'), ('bantu', 'PROPN'), ('emotion', 'NOUN')]"
शरमन जोशी और साहिल खान की जबरदस्त सुपरहिट मूवी - Bollywood Popular Movie - Hindi Movie Xcuse Me,gandhi koi simple high thinking wala nai tha.. wo jese hi india me aaya usne pura nautanki wala avtaar liya tha indians ko mamu banane ke liye.. lekin indians mamu ban jaate hai easily,gandhi koi simple high thinking wala nai tha wo jese hi india aaya usne pura nautanki wala avtaar liya tha indian ko mamu banane ke liye lekin indian mamu ban jaate hai easily,Gandhi koi simple high thinking wala nai tha wo jese hi india aaya usne pura nautanki wala avtaar liya tha indian ko mamu banane ke liye leye lekin indian mamu ban jaate hai easily,"[('Gandhi', 'ADJ'), ('koi', 'NOUN'), ('simple', 'ADJ'), ('high', 'ADJ'), ('thinking', 'NOUN'), ('wala', 'PROPN'), ('nai', 'PROPN'), ('tha', 'PROPN'), ('wo', 'AUX'), ('jese', 'PROPN'), ('hi', 'PROPN'), ('india', 'PROPN'), ('aaya', 'PROPN'), ('usne', 'PROPN'), ('pura', 'PROPN'), ('nautanki', 'NOUN'), ('wala', 'NOUN'), ('avtaar', 'PROPN'), ('liya', 'PROPN'), ('tha', 'PROPN'), ('indian', 'PROPN'), ('ko', 'PROPN'), ('mamu', 'PROPN'), ('banane', 'PROPN'), ('ke', 'PROPN'), ('liye', 'PROPN'), ('leye', 'PROPN'), ('lekin', 'PROPN'), ('indian', 'PROPN'), ('mamu', 'PROPN'), ('ban', 'PROPN'), ('jaate', 'PROPN'), ('hai', 'PROPN'), ('easily', 'ADV')]"
शरमन जोशी और साहिल खान की जबरदस्त सुपरहिट मूवी - Bollywood Popular Movie - Hindi Movie Xcuse Me,Tin take ko orat😂😂😂,tin take ko orat,Woman to three tech,"[('Woman', 'NOUN'), ('to', 'ADP'), ('three', 'NUM'), ('tech', 'NOUN')]"
शरमन जोशी और साहिल खान की जबरदस्त सुपरहिट मूवी - Bollywood Popular Movie - Hindi Movie Xcuse Me,"Khana Nhi Khurana Ki Beti Bolna Chahiye Tha Khana Ki Beti Se Tho Chantu Shadi KarneWala Hai Na Etni Badi Mistake <a href=""https://www.youtube.com/watch?v=pg5qdCSZaFI&amp;t=7475"">2:04:35</a>",khana nhi khurana ki beti bolna chahiye tha khana ki beti se tho chantu shadi karnewala hai na etni badi mistake href,"Khurana's daughter should not have spoken to food, but she is going to marry Khan's daughter, nor is there such a big mistake","[('Khurana', 'PROPN'), (""'s"", 'PART'), ('daughter', 'NOUN'), ('should', 'AUX'), ('not', 'PART'), ('have', 'AUX'), ('spoken', 'VERB'), ('to', 'ADP'), ('food', 'NOUN'), (',', 'PUNCT'), ('but', 'CCONJ'), ('she', 'PRON'), ('is', 'AUX'), ('going', 'VERB'), ('to', 'PART'), ('marry', 'VERB'), ('Khan', 'PROPN'), (""'s"", 'PART'), ('daughter', 'NOUN'), (',', 'PUNCT'), ('nor', 'CCONJ'), ('is', 'AUX'), ('there', 'PRON'), ('such', 'DET'), ('a', 'DET'), ('big', 'ADJ'), ('mistake', 'NOUN')]"
शरमन जोशी और साहिल खान की जबरदस्त सुपरहिट मूवी - Bollywood Popular Movie - Hindi Movie Xcuse Me,the best comedy movie and best comedy climax,best comedy movie best comedy climax,Best Comedy Movie Best Comedy Climax,"[('Best', 'PROPN'), ('Comedy', 'PROPN'), ('Movie', 'PROPN'), ('Best', 'PROPN'), ('Comedy', 'PROPN'), ('Climax', 'PROPN')]"
शरमन जोशी और साहिल खान की जबरदस्त सुपरहिट मूवी - Bollywood Popular Movie - Hindi Movie Xcuse Me,Sahil khan ❤,sahil khan,Sahil Khan,"[('Sahil', 'PROPN'), ('Khan', 'PROPN')]"
शरमन जोशी और साहिल खान की जबरदस्त सुपरहिट मूवी - Bollywood Popular Movie - Hindi Movie Xcuse Me,Nice movie,nice movie,nice movie,"[('nice', 'ADJ'), ('movie', 'NOUN')]"
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon",Ye kshturia movie ka remake hai kia ?,ye kshturia movie ka remake hai kia,This is a remake of the Kashmiria movie,"[('This', 'PRON'), ('is', 'AUX'), ('a', 'DET'), ('remake', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('Kashmiria', 'PROPN'), ('movie', 'NOUN')]"
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon","😮😊😊😊😊😊❤ <a href=""https://www.youtube.com/watch?v=Mals5ulQVN8&amp;t=40"">0:40</a>",href,href,"[('href', 'VERB')]"
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon","<a href=""https://www.youtube.com/watch?v=Mals5ulQVN8&amp;t=238"">00:03:58</a> Mukesh Rishi&#39;s first ever screen appearance. <br><a href=""https://www.youtube.com/watch?v=Mals5ulQVN8&amp;t=3193"">00:53:13</a> First dialogue <br>First film, first scene",href mukesh rishis first ever screen appearance bra href first dialogue brfirst film first scene,href mukesh rishi first ever screen,"[('href', 'PROPN'), ('mukesh', 'PROPN'), ('rishi', 'PROPN'), ('first', 'ADV'), ('ever', 'ADV'), ('screen', 'NOUN')]"
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon",Baki sb to thk h but ye raveena ne is movie m srf white kpde kyu pehne h🙄 White White,baki sb thk h ye raveena ne movie srf white kpde kyu pehne h white white,For the rest of the rest: Why did Raveena wear movie surf white clothes: White white,"[('For', 'ADP'), ('the', 'DET'), ('rest', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('rest', 'NOUN'), (':', 'PUNCT'), ('Why', 'SCONJ'), ('did', 'AUX'), ('Raveena', 'PROPN'), ('wear', 'VERB'), ('movie', 'NOUN'), ('surf', 'PROPN'), ('white', 'PROPN'), ('clothes', 'NOUN'), (':', 'PUNCT'), ('White', 'ADJ'), ('white', 'ADJ')]"
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon",Hamne bhi dekhi he,hamne bhi dekhi,We also see,"[('We', 'PRON'), ('also', 'ADV'), ('see', 'VERB')]"
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon",Nice movie,nice movie,nice movie,"[('nice', 'ADJ'), ('movie', 'NOUN')]"
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon",Fb se reel dekhkar kaun kaun aaya g😂,fb se reel dekhkar kaun kaun aaya g,Who came to see the reel from the fub,"[('Who', 'PRON'), ('came', 'VERB'), ('to', 'PART'), ('see', 'VERB'), ('the', 'DET'), ('reel', 'NOUN'), ('from', 'ADP'), ('the', 'DET'), ('fub', 'NOUN')]"
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon",Hm bi,hm bi,hm bi,"[('hm', 'INTJ'), ('bi', 'NOUN')]"
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon",Nice movie,nice movie,nice movie,"[('nice', 'ADJ'), ('movie', 'NOUN')]"
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon",Aqeel ansari,aqeel ansari,Akil Ansari,"[('Akil', 'PROPN'), ('Ansari', 'PROPN')]"
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon",Nice,nice,nice,"[('nice', 'ADJ')]"
"Parampara (1993) - Bollywood Hindi Movie l Aamir Khan, Saif Ali Khan, Vinod Khanna, Raveena Tandon",Nice ❤️ movie,nice movie,nice movie,"[('nice', 'ADJ'), ('movie', 'NOUN')]"
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),Gg me b dwkh raga hu achi h,gg b dwkh raga hu achi h,Gg b dwkh raga hu achi h,"[('Gg', 'NOUN'), ('b', 'NOUN'), ('dwkh', 'PROPN'), ('raga', 'PROPN'), ('hu', 'PROPN'), ('achi', 'PROPN'), ('h', 'PROPN')]"
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),2024 me koun koun dekh Raha hai ye movie,koun koun dekh raha hai ye movie,Who is watching this movie,"[('Who', 'PRON'), ('is', 'AUX'), ('watching', 'VERB'), ('this', 'DET'), ('movie', 'NOUN')]"
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),Nice 👍,nice,nice,"[('nice', 'ADJ')]"
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),Kon kon 2024 ma a flim fb click sa dak ra ho,kon kon flim fb click sa dak ra ho,Kon kon flim fb click sa dak ra ho,"[('Kon', 'PROPN'), ('kon', 'PROPN'), ('flim', 'NOUN'), ('fb', 'NOUN'), ('click', 'VERB'), ('sa', 'PROPN'), ('dak', 'PROPN'), ('ra', 'PROPN'), ('ho', 'PROPN')]"
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),Dearr filam,dearr filam,Darr Film,"[('Darr', 'PROPN'), ('Film', 'PROPN')]"
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),Jis gany Kelly is film ko dekrha tha woto is me hy hi nhi,ji gany kelly film ko dekrha tha woto hy hi nhi,Ji Ganiya Kelly by giving the film: Wot is not there,"[('Ji', 'PROPN'), ('Ganiya', 'PROPN'), ('Kelly', 'PROPN'), ('by', 'ADP'), ('giving', 'VERB'), ('the', 'DET'), ('film', 'NOUN'), (':', 'PUNCT'), ('Wot', 'PROPN'), ('is', 'AUX'), ('not', 'PART'), ('there', 'ADV')]"
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),Most Awesome movie On 90era Auzaar ❤❤❤❤and My Most favourite movie of alltime,awesome movie era auzaar favourite movie alltime,Awesome Movie Era Auzaar Favorite Movies All Time,"[('Awesome', 'PROPN'), ('Movie', 'PROPN'), ('Era', 'NOUN'), ('Auzaar', 'NOUN'), ('Favorite', 'PROPN'), ('Movies', 'PROPN'), ('All', 'DET'), ('Time', 'PROPN')]"
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),Manoj Kumar kashyap movie ko Dekh rahe ho,manoj kumar kashyap movie ko dekh rahe ho,Manoj Kumar Kashyap watching the movie,"[('Manoj', 'PROPN'), ('Kumar', 'PROPN'), ('Kashyap', 'PROPN'), ('watching', 'VERB'), ('the', 'DET'), ('movie', 'NOUN')]"
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),Kon kon 2024 me dekh raha hai🎉,kon kon dekh raha hai,The angle is looking at the angle,"[('The', 'DET'), ('angle', 'NOUN'), ('is', 'AUX'), ('looking', 'VERB'), ('at', 'ADP'), ('the', 'DET'), ('angle', 'NOUN')]"
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),My dream car ambassador is used in movie,dream car ambassador used movie,Dream car ambassador used movie,"[('Dream', 'PROPN'), ('car', 'NOUN'), ('ambassador', 'NOUN'), ('used', 'VERB'), ('movie', 'NOUN')]"
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),Very Good Hero Salman Bhai,good hero salman bhai,Good Hero Salman Bhai,"[('Good', 'ADJ'), ('Hero', 'PROPN'), ('Salman', 'PROPN'), ('Bhai', 'PROPN')]"
Auzaar {HD}  - Salman Khan - Sanjay Kapoor - Shilpa Shetty - Hindi Full Movie - (With Eng Subtitles),Kon kon snepchat se rils dekh rha he,kon kon snepchat se rils dekh rha,Angle angle watching reels from Snapchat,"[('Angle', 'PROPN'), ('angle', 'NOUN'), ('watching', 'VERB'), ('reels', 'NOUN'), ('from', 'ADP'), ('Snapchat', 'PROPN')]"
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),Hm,hm,We,"[('We', 'PRON')]"
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),NYC movie,nyc movie,NYC Movie,"[('NYC', 'PROPN'), ('Movie', 'PROPN')]"
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),from Facebook 😊,facebook,facebook,"[('facebook', 'VERB')]"
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),Kon kon fb par dekh kar aya 😂,kon kon fb par dekh kar aya,The angle came on the angle fub,"[('The', 'DET'), ('angle', 'NOUN'), ('came', 'VERB'), ('on', 'ADP'), ('the', 'DET'), ('angle', 'NOUN'), ('fub', 'NOUN')]"
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),"Aaj yaad aya to dekhne aa gyi, aur kaun2 hain Jo achanak yaad aaya ye movie aur dekhne aaye YouTube par?  Wo like Kate",aaj yaad aya dekhne aa gyi aur kaun hain jo achanak yaad aaya ye movie aur dekhne aaye youtube par wo like kate,"Today I remembered to see and who are suddenly remembered, this movie and came to see you on YouTube and cut them on YouTube","[('Today', 'NOUN'), ('I', 'PRON'), ('remembered', 'VERB'), ('to', 'PART'), ('see', 'VERB'), ('and', 'CCONJ'), ('who', 'PRON'), ('are', 'AUX'), ('suddenly', 'ADV'), ('remembered', 'VERB'), (',', 'PUNCT'), ('this', 'DET'), ('movie', 'NOUN'), ('and', 'CCONJ'), ('came', 'VERB'), ('to', 'PART'), ('see', 'VERB'), ('you', 'PRON'), ('on', 'ADP'), ('YouTube', 'PROPN'), ('and', 'CCONJ'), ('cut', 'VERB'), ('them', 'PRON'), ('on', 'ADP'), ('YouTube', 'PROPN')]"
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),Ram ram,ram ram,ram ram,"[('ram', 'PROPN'), ('ram', 'VERB')]"
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),Mai bhi hu dost 2024 me,mai bhi hu dost,I am too friend,"[('I', 'PRON'), ('am', 'AUX'), ('too', 'ADV'), ('friend', 'NOUN')]"
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),"ThaNk you for ENGLISH TRANSLATION... I AM FILIPINA NICE MOVIE, I REALLY LOVE HINDUSTAN FILM SINCED THEN WHEN I MARRIED AN INDIAN / PAKISTAN...<br>❤❤❤🌎",thank english translation filipina nice movie really love hindustan film sinced married indian pakistanbr,Thank English Translation Filipina Nice Movie Really Love Hindustan Film Since Married Married Indian PakistanBr,"[('Thank', 'VERB'), ('English', 'PROPN'), ('Translation', 'PROPN'), ('Filipina', 'PROPN'), ('Nice', 'PROPN'), ('Movie', 'PROPN'), ('Really', 'ADV'), ('Love', 'VERB'), ('Hindustan', 'PROPN'), ('Film', 'PROPN'), ('Since', 'SCONJ'), ('Married', 'PROPN'), ('Married', 'PROPN'), ('Indian', 'ADJ'), ('PakistanBr', 'NOUN')]"
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),Facebook walo attendance do😂😂😂,facebook walo attendance,Facebook Walo Attendance,"[('Facebook', 'PROPN'), ('Walo', 'PROPN'), ('Attendance', 'PROPN')]"
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),Iska doosra part bannna chahiye tha,iska doosra part bannna chahiye tha,Its second part was needed,"[('Its', 'PRON'), ('second', 'ADJ'), ('part', 'NOUN'), ('was', 'AUX'), ('needed', 'VERB')]"
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),Nice😊,nice,nice,"[('nice', 'ADJ')]"
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),Jis jis Ne abhitabh bachchan ki awaj suni bo like kare❤😊,ji ji ne abhitabh bachchan ki awaj suni bo like kare,Ji listens to Abhitabh Bachchan's voice,"[('Ji', 'PROPN'), ('listens', 'VERB'), ('to', 'ADP'), ('Abhitabh', 'PROPN'), ('Bachchan', 'PROPN'), (""'s"", 'PART'), ('voice', 'NOUN')]"
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),2024 me dekhne wale log like ka botton ko dabiye girl friend ki kassam,dekhne wale log like ka botton ko dabiye girl friend ki kassam,People watching the boats of the like,"[('People', 'NOUN'), ('watching', 'VERB'), ('the', 'DET'), ('boats', 'NOUN'), ('of', 'ADP'), ('the', 'DET'), ('like', 'ADJ')]"
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),the foreign girls are very very very beautiful,foreign girl beautiful,Foreign girl beautiful,"[('Foreign', 'ADJ'), ('girl', 'NOUN'), ('beautiful', 'ADJ')]"
Rudraksh {HD} - Sanjay Dutt - Sunil Shetty - Bipasha Basu - Hindi Full Movie - (With Eng Subtitles),Aaj Tak ka Mera sabse faltu movie 😢,aaj tak ka mera sabse faltu movie,My most fanfare to date,"[('My', 'PRON'), ('most', 'ADJ'), ('fanfare', 'NOUN'), ('to', 'ADP'), ('date', 'NOUN')]"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,"[('movie', 'NOUN'), ('name', 'NOUN')]"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,"[('movie', 'NOUN'), ('name', 'NOUN')]"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,"[('movie', 'NOUN'), ('name', 'NOUN')]"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,"[('movie', 'NOUN'), ('name', 'NOUN')]"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,"[('movie', 'NOUN'), ('name', 'NOUN')]"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,"[('movie', 'NOUN'), ('name', 'NOUN')]"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,"[('movie', 'NOUN'), ('name', 'NOUN')]"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,"[('movie', 'NOUN'), ('name', 'NOUN')]"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,"[('movie', 'NOUN'), ('name', 'NOUN')]"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,"[('movie', 'NOUN'), ('name', 'NOUN')]"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,"[('movie', 'NOUN'), ('name', 'NOUN')]"
New Bollywood Movie Latest Blockbuster Movie Hindi Hrithik Roshan Katrina Kaif Full Movie Hd,Movie name,movie name,movie name,"[('movie', 'NOUN'), ('name', 'NOUN')]"
